Q: http://ssd.jpl.nasa.gov/sbdb_query.cgi#x, alle Asteroiden aus dem Main-belt  mit Durchmesser größer 10 km 
name,diameter,e,a,orbital_period_in_years,albedo,period_of_rot_in_h,GM
"   589 Croatia (1906 TM)",87.54,.03848856263962753,3.134391374569304,5.54929787599672,0.0509,24.821,
"   590 Tomyris (1906 TO)",39.87,.08056957850806083,2.997948881939961,5.19092240959485,0.1218,5.562,
"   591 Irmgard (1906 TP)",51.86,.2071792540354598,2.679156216625949,4.38536007237313,0.0364,7.35,
"   593 Titania (1906 TT)",75.32,.2147463970987481,2.699835610075086,4.43623132533549,0.0604,9.89,
"   596 Scheila (1906 UA)",113.34,.1642233273603201,2.929556760229609,5.01430881923194,0.0379,15.8480,
"   597 Bandusia (1906 UB)",36.06,.1448555658737173,2.671430431699698,4.36640489990095,0.2361,15.340,
"   598 Octavia (1906 UC)",72.33,.2481727162661564,2.765056734108338,4.59795029686253,0.0521,10.8903,
"   599 Luisa (1906 UJ)",64.87,.2913966095073487,2.77676894959185,4.62719517844809,0.1377,9.566,
"   600 Musa (1906 UM)",24.90,.05575291073092307,2.6597314427792,4.33775364550462,0.2415,5.8856,
"   601 Nerthus (1906 UN)",73.32,.1030303579462082,3.134366342464745,5.54923139881947,0.0454,13.59,
"   602 Marianna (1906 TE)",124.72,.2494705505154275,3.08413512929601,5.41636969403128,0.0539,35.195,
"   603 Timandra (1906 TJ)",13.73,.1745998960326788,2.537798970756826,4.04290957274394,0.1354,41.79,
"   604 Tekmessa (1906 TK)",65.16,.1989422262195374,3.147974532219257,5.58540947622874,0.0870,5.5596,
"   605 Juvisia (1906 UU)",69.86,.1393201192704458,2.998624265469212,5.19267663944311,0.0397,15.93,
"   606 Brangane (1906 VB)",35.54,.2194065722419989,2.58924438786531,4.16646528521627,0.0986,12.2950,
"   607 Jenny (1906 VC)",62.78,.07350483452558541,2.85320292214942,4.81955779361323,0.0711,8.521,
"   608 Adolfine (1906 VD)",25.18,.1245924722560146,3.022067217260889,5.25368925879897,0.1603,8.3458,
"   609 Fulvia (1906 VF)",54.17,.04160126877299442,3.084611046926083,5.4176234548889,0.0602,35.375,
"   611 Valeria (1906 VL)",56.97,.1199588501970531,2.982019222797599,5.14960431820659,0.1148,6.977,
"   612 Veronika (1906 VN)",37.74,.258367506760933,3.157206260914176,5.60999708133695,0.0411,8.243,
"   613 Ginevra (1906 VP)",80.04,.05902783113573236,2.920731616212591,4.99166785801774,0.0374,13.024,
"   614 Pia (1906 VQ)",25.81,.111150666717467,2.693596389342841,4.4208622622422,0.1056,4.572,
"   615 Roswitha (1906 VR)",47.89,.1089932418250024,2.631866362954108,4.26976479993254,0.0553,4.422,
"   616 Elly (1906 VT)",18.15,.0591216039780555,2.553557330501604,4.0806243933403,0.2866,5.297,
"   618 Elfriede (1906 VZ)",120.29,.07327076727988983,3.188695844989744,5.69413613564618,0.0606,14.795,
"   621 Werdandi (1906 WJ)",27.15,.1384001585252129,3.126888851494536,5.52938548791073,0.1527,11.776,
"   623 Chimaera (1907 XJ)",44.09,.1133131654230905,2.460721372010404,3.86012940616584,0.0372,14.635,
"   625 Xenia (1907 XN)",28.37,.2276422786283589,2.644894382161013,4.30150768852933,0.2195,21.017,
"   626 Notburga (1907 XO)",100.73,.2429546989599607,2.573300909187143,4.12804157362401,0.0437,19.353,
"   627 Charis (1907 XS)",48.51,.05792808435520233,2.902734601681356,4.94560238466216,0.0786,27.888,
"   628 Christine (1907 XT)",49.72,.04330348069260112,2.581342647002232,4.14740729364278,0.1426,16.1783,
"   629 Bernardina (1907 XU)",30.1,.1537053755716376,3.138389691145751,5.55991951895146,0.2140,3.763,
"   630 Euphemia (1907 XW)",17.21,.1108615282578681,2.624358800031472,4.25150817943698,0.2375,350.,
"   631 Philippina (1907 YJ)",57.65,.08206511296341955,2.793339270365502,4.66867597003913,0.1760,5.899,
"   633 Zelima (1907 ZM)",34.37,.08299207055139408,3.022744736508189,5.25545609991919,0.1918,11.724,
"   634 Ute (1907 ZN)",69.44,.1853614773335271,3.044899400483478,5.31334022062891,0.0530,11.7554,
"   635 Vundtia (1907 ZS)",98.24,.07619021282196604,3.142303890108336,5.57032425714505,0.0456,11.790,
"   636 Erika (1907 XP)",74.29,.1714480620696829,2.912688696190154,4.97106346553098,0.0507,14.603,
"   637 Chrysothemis (1907 YE)",33.3,.1247545800479143,3.174237406910474,5.65545186321031,0.0633,,
"   638 Moira (1907 ZQ)",65.44,.1589647034904109,2.735307735495647,4.52394683786297,0.0496,9.875,
"   639 Latona (1907 ZT)",71.25,.1059997379922651,3.016673824915345,5.23963138414527,0.1826,6.193,
"   640 Brambilla (1907 ZW)",80.79,.08091065244133708,3.157693051962385,5.61129458998692,0.0686,7.768,
"   642 Clara (1907 ZY)",33.36,.1217601099947294,3.191363127414379,5.70128218168992,0.1617,8.2308,
"   644 Cosima (1907 AA)",19.92,.1558912921887654,2.598964537898294,4.18994896212407,0.1572,7.556,
"   651 Antikleia (1907 AN)",33.04,.1007137881891155,3.021840141767641,5.25309713348351,0.1603,20.299,
"   652 Jubilatrix (1907 AU)",16.87,.1269181305534877,2.554498503705732,4.08288061536684,0.1710,2.6627,
"   653 Berenike (1907 BK)",39.22,.03977250662807384,3.016085449656841,5.23809854400944,0.2444,12.4886,
"   654 Zelinda (1908 BM)",127.40,.231502837971724,2.297039529570099,3.48145595990341,0.0425,31.735,
"   655 Briseis (1907 BF)",30.79,.0868364720996047,2.989319218229502,5.16852526515938,0.2693,160.66,
"   656 Beagle (1908 BU)",53.17,.1346793604015048,3.148094686234489,5.58572926079445,0.0625,7.035,
"   657 Gunlod (1908 BV)",42.52,.11222560633225,2.611765356608843,4.22094251632475,0.0415,15.6652,
"   658 Asteria (1908 BW)",22.95,.06551191208724834,2.853043095492842,4.81915283660073,0.2040,21.034,
"   660 Crescentia (1908 CC)",42.24,.1084550166159354,2.532783264927307,4.03092988720089,0.2186,7.9116,
"   661 Cloelia (1908 CL)",48.05,.03393044305812439,3.016614380963281,5.23947651347618,0.1076,5.536,
"   662 Newtonia (1908 CW)",23.62,.2167811686337193,2.552604359951456,4.07834031379755,0.1999,21.095,
"   663 Gerlinde (1908 DG)",100.88,.1460463794486199,3.069124478227137,5.37687520452105,0.0359,10.251,
"   664 Judith (1908 DH)",72.68,.2300399882289808,3.195864644198185,5.71334918772764,0.0344,13.764,
"   665 Sabine (1908 DK)",51.09,.171388137637309,3.144162857086962,5.5752680407004,0.3895,4.294,
"   666 Desdemona (1908 DM)",27.04,.2380658854577743,2.592566309222762,4.17448602772781,0.1055,14.607,
"   667 Denise (1908 DN)",81.28,.1910737438114935,3.183053376105037,5.67902897110456,0.0737,12.687,
"   668 Dora (1908 DO)",26.84,.2352430939979288,2.794182385100409,4.67078985209498,0.0467,22.914,
"   669 Kypria (1908 DQ)",31.75,.07649600266000289,3.014639739045142,5.23433280167568,0.1405,14.283,
"   670 Ottegebe (1908 DR)",34.07,.1940639227761525,2.802625079326111,4.69197520321462,0.1830,10.045,
"   671 Carnegia (1908 DV)",58.72,.06733280932680523,3.092489361475696,5.43839219160899,0.0512,8.332,
"   673 Edda (1908 EA)",37.53,.01154201833376253,2.81456825387699,4.72199887799887,0.1044,22.340,
"   674 Rachele (1908 EP)",97.35,.1958372265829422,2.920802429857807,4.9918493948991,0.2007,30.982,
"   675 Ludmilla (1908 DU)",76,.2011974233740345,2.772880224631019,4.61747835197067,,7.717,
"   676 Melitta (1909 FN)",79.99,.1215572225404994,3.067741325229933,5.37324084406872,0.0526,7.87,
"   677 Aaltje (1909 FR)",28.87,.05156509692098225,2.956775121447121,5.08435241327444,0.2794,16.608,
"   678 Fredegundis (1909 FS)",41.80,.2181717473567546,2.573707139325316,4.12901911247661,0.2494,11.61624,
"   679 Pax (1909 FY)",51.47,.311347334198817,2.58589072093307,4.158373110875,0.1660,8.452,
"   680 Genoveva (1909 GW)",83.92,.2935415601362803,3.145749750965681,5.5794894226903,0.0474,11.089,
"   683 Lanzia (1909 HC)",83.04,.05601256881008854,3.114609992424217,5.49684778754683,0.1474,8.630,
"   685 Hermia (1909 HE)",10.95,.1964033589339239,2.236017559725402,3.34365158626117,0.2807,50.40,
"   686 Gersuind (1909 HF)",41.13,.267356157068245,2.59152871708649,4.1719802207673,0.1416,6.3127,
"   688 Melanie (1909 HH)",41.40,.139566280866114,2.697856448283424,4.43135413380099,0.0599,18.87,
"   689 Zita (1909 HJ)",14.36,.2299718361909499,2.315536380012357,3.52359200020832,0.1183,6.425,
"   690 Wratislavia (1909 HZ)",134.65,.1816595171813285,3.144970229587111,5.57741564274418,0.0604,8.64,
"   691 Lehigh (1909 JG)",87.68,.1219438054220121,3.011511103357172,5.22618651943607,0.0438,12.891,
"   693 Zerbinetta (1909 HN)",67.66,.03178321762019738,2.943258486815962,5.04952829045954,0.0683,11.475,
"   694 Ekard (1909 JA)",90.78,.3226466789133373,2.674301580471775,4.3734460523352,0.0460,5.925,
"   695 Bella (1909 JB)",48.18,.1589965593960548,2.541552502341483,4.05188238665677,0.1450,14.222,
"   696 Leonora (1910 JJ)",75.76,.2508510616425122,3.170655965828987,5.64588313029308,0.0773,26.8964,
"   697 Galilea (1910 JO)",80.14,.1564831025670211,2.879888823855318,4.88733136930326,0.0387,16.538,
"   698 Ernestina (1910 JX)",27.03,.1092129956943936,2.867400609977684,4.85557606780712,0.1269,5.0363,
"   700 Auravictrix (1910 KE)",15.44,.1039916736992274,2.229772378809245,3.32965317986945,0.2455,6.075,
"   701 Oriola (1910 KN)",40.18,.03294614792989019,3.015017127298342,5.23531572386756,0.2184,9.090,
"   702 Alauda (1910 KQ)",194.73,.01893636262135594,3.195382809685361,5.71205715003314,0.0587,8.3531,
"   704 Interamnia (1910 KU)",316.62,.1543146478351512,3.057515862219878,5.34639793628722,0.0742,8.727,5.
"   705 Erminia (1910 KV)",134.22,.04834875189979206,2.922232587630763,4.99551619857276,0.0432,53.96,
"   706 Hirundo (1910 KX)",29.22,.1935696197467186,2.732029839953578,4.51581726904983,0.1721,22.027,
"   708 Raphaela (1911 LJ)",21.43,.08681764940066582,2.67054819845472,4.36424208698057,0.2193,20.918,
"   709 Fringilla (1911 LK)",96.56,.1116536125052998,2.918070456107378,4.98484734031357,0.0459,52.4,
"   710 Gertrud (1911 LM)",26.81,.1346051108311263,3.132108350498353,5.54323599419412,0.0893,8.288,
"   712 Boliviana (1911 LO)",127.57,.1871136246086978,2.5744044695699,4.13069732493888,0.0510,11.7426,
"   714 Ulula (1911 LW)",39.18,.05738099464757832,2.53468278813473,4.03546538007433,0.2711,6.998,
"   715 Transvaalia (1911 LX)",28.55,.08243023367843828,2.770566596894752,4.61170048038629,0.2606,11.83,
"   716 Berkeley (1911 MD)",21.28,.08516008986772521,2.813563372333373,4.71947027030208,0.1801,15.55,
"   717 Wisibada (1911 MJ)",31.04,.2623949981054473,3.138897039297784,5.56126778789045,0.0666,,
"   718 Erida (1911 MS)",72.94,.1998523768766211,3.055863050472052,5.34206334143871,0.0399,17.447,
"   720 Bohlinia (1911 MW)",33.73,.01740590634729417,2.887327324834923,4.9062789153955,0.2029,8.919,
"   723 Hammonia (1911 NB)",35.68,.05371865664314814,2.99320355117528,5.17860253955903,0.1829,5.436,
"   725 Amanda (1911 ND)",21.51,.219690213052957,2.575431510545759,4.13316944143352,0.0721,3.749,
"   726 Joella (1911 NM)",44.02,.2840710118112041,2.568273000394273,4.115948968301,0.0539,13.04,
"   727 Nipponia (1912 NT)",32.17,.1058786076654488,2.566110025971999,4.1107504452251,0.2423,5.0687,
"   729 Watsonia (1912 OD)",49.15,.09698771604212836,2.759356161127198,4.58373859724797,0.1381,25.230,
"   731 Sorga (1912 OQ)",41.78,.140076594202369,2.987457570135649,5.1636978397714,0.1436,8.184,
"   732 Tjilaki (1912 OR)",37.61,.04345631070567872,2.456055775147195,3.84915624091103,0.0655,12.34,
"   734 Benda (1912 PH)",70.82,.09964602650626132,3.146273338518479,5.58088247983093,0.0464,7.110,
"   735 Marghanna (1912 PY)",74.32,.3225640939630502,2.727731523270523,4.50516432387005,0.0484,20.62,
"   736 Harvard (1912 PZ)",16.66,.1655140944245235,2.20181794624718,3.26723455058582,0.1406,6.7,
"   737 Arequipa (1912 QB)",44.07,.2448463243884528,2.590481434467939,4.16945151972134,0.2723,7.0259,
"   738 Alagasta (1913 QO)",62.79,.05502343086690191,3.03690308571223,5.29242365056331,0.0398,18.86,
"   739 Mandeville (1913 QR)",107.53,.1434711343769717,2.737158813257655,4.52853988267497,0.0608,11.931,
"   740 Cantabia (1913 QS)",90.90,.1105306932554715,3.051856952322141,5.33156198013634,0.0552,64.453,
"   741 Botolphia (1913 QT)",29.64,.07095763429868676,2.720458110813722,4.4871570174393,0.1391,23.93,
"   742 Edisona (1913 QU)",45.60,.1186232289125731,3.010678589341787,5.22401954777228,0.1286,18.52,
"   743 Eugenisis (1913 QV)",53.17,.05852415141987227,2.793811684490657,4.66986038133475,0.0625,10.23,
"   744 Aguntina (1913 QW)",58.69,.1182850872406041,3.170320496433788,5.64498711496391,0.0423,17.47,
"   746 Marlu (1913 QY)",69.75,.238884074813198,3.106178481947354,5.47454225834617,0.0363,7.787,
"   747 Winchester (1913 QZ)",171.71,.3401870144949475,3.001097779626026,5.19910299020108,0.0503,9.4146,
"   750 Oskar (1913 RG)",20.57,.1291152160673935,2.444213321790684,3.82135040179689,0.0587,6.2584,
"   751 Faina (1913 RK)",110.50,.1530438501077034,2.550456293875817,4.07319339327798,0.0497,23.678,
"   752 Sulamitis (1913 RL)",62.77,.07333288961094292,2.462298190253012,3.86384032861146,0.0409,27.367,
"   753 Tiflis (1913 RM)",23.59,.2209698767338329,2.32892769126645,3.55420283837341,0.2616,9.85,
"   754 Malabar (1906 UT)",87.62,.04785125970144802,2.986472075163212,5.16114296905888,0.0485,11.740,
"   755 Quintilla (1908 CZ)",36.04,.1377502056945862,3.180023373361418,5.67092195451116,0.1621,4.552,
"   756 Lilliana (1908 DC)",71.50,.148818989202283,3.194497266877995,5.70968282387693,0.0500,7.834,
"   757 Portlandia (1908 EJ)",32.09,.1092211167736711,2.373440136432862,3.65658459869429,0.1427,6.5837,
"   758 Mancunia (1912 PE)",85.48,.1508613162129465,3.18927405849384,5.69568500193155,0.1317,12.7253,
"   759 Vinifera (1913 SJ)",45.11,.2063648827534765,2.617440466849929,4.23470752890132,0.0548,14.229,
"   760 Massinga (1913 SL)",71.29,.2320819104724035,3.149207179009844,5.58869040063969,0.2276,10.72,
"   762 Pulcova (1913 SQ)",137.08,.1031903472750042,3.154610574125649,5.60308014241474,0.0458,5.839,
"   764 Gedania (1913 SU)",58.28,.09908836492903404,3.19122346511562,5.70090793151907,0.0840,24.9751,
"   766 Moguntia (1913 SW)",31.28,.09653561339840312,3.018573091841486,5.24458039023965,0.1572,4.8164,
"   767 Bondia (1913 SX)",41.54,.1811591983431386,3.122148797201346,5.51681725154145,0.1024,,
"   769 Tatjana (1913 TA)",106.44,.1857428599224289,3.170106320726277,5.64441509139827,0.0429,35.08,
"   770 Bali (1913 TE)",16.00,.1504164185756684,2.220919050698327,3.30984225758398,0.2483,5.8190,
"   771 Libera (1913 TO)",29.38,.2480753349794371,2.651414338878455,4.31742302390869,0.1303,5.892,
"   772 Tanete (1913 TR)",117.66,.09205511236589342,3.000575430354172,5.1977456721363,0.0594,17.258,
"   773 Irmintraud (1913 TV)",95.88,.08013522167527062,2.858485494354943,4.83294876690656,0.0440,6.7514,
"   774 Armor (1913 TW)",50.37,.1691365465947341,3.047161319969168,5.31926188398869,0.2529,25.107,
"   775 Lumiere (1914 TX)",33.59,.07147273807646247,3.012366899323737,5.22841440450201,0.1083,6.103,
"   776 Berbericia (1914 TY)",151.17,.1647132163947705,2.930425878683253,5.01654039480518,0.0655,7.668,
"   778 Theobalda (1914 UA)",64.06,.2498957157685555,3.187380528977015,5.69061330857328,0.0589,11.659,
"   779 Nina (1914 UB)",76.62,.2271341292895697,2.664029507484524,4.34827245704521,0.1440,11.186,
"   780 Armenia (1914 UC)",94.40,.09713499018679038,3.114420798789557,5.49634694499117,0.0498,19.891,
"   782 Montefiore (1914 UK)",11.88,.03866613565649448,2.179582893130938,3.21786846836051,0.2919,4.0728,
"   783 Nora (1914 UL)",40.02,.2300430621945218,2.342190921639247,3.58460777330733,0.0635,34.4,
"   784 Pickeringia (1914 UM)",89.42,.2423129247299656,3.095685761192566,5.44682606039448,0.0555,13.17,
"   785 Zwetana (1914 UN)",48.54,.2107271581826731,2.568590810815406,4.11671298283995,0.1245,8.8882,
"   786 Bredichina (1914 UO)",91.60,.1605093655653339,3.174625561648517,5.65648924192316,0.0730,29.434,
"   787 Moskva (1914 UQ)",27.51,.1299619933418037,2.539018412818768,4.0458239207106,0.2559,6.056,
"   788 Hohensteina (1914 UR)",103.68,.1329774806077159,3.125931632327544,5.52684665669506,0.0787,29.94,
"   791 Ani (1914 UV)",103.52,.1961823698471288,3.119110023058872,5.50876496950638,0.0329,16.72,
"   792 Metcalfia (1907 ZC)",60.73,.1299232325415696,2.622596163678105,4.24722564511108,0.0354,9.17,
"   793 Arizona (1907 ZD)",28.95,.1251609253508267,2.795690165953059,4.67457099976812,0.1659,7.399,
"   794 Irenaea (1914 VB)",35.8,.2962881719628877,3.127880349616768,5.53201564691108,0.0502,9.14,
"   795 Fini (1914 VE)",74.66,.1026535728459621,2.748128224231862,4.55578993736473,0.0418,9.292,
"   796 Sarita (1914 VH)",44.96,.3201235545751599,2.63437486007285,4.27587068239712,0.1966,8.1755,
"   798 Ruth (1914 VT)",43.19,.03595080782600455,3.014605453097687,5.23424350565792,0.1587,8.550,
"   799 Gudula (1915 WO)",43.63,.02145395289623927,2.542808092309798,4.05488535304791,0.0704,14.814,
"   801 Helwerthia (1915 WQ)",33.23,.0783374466174462,2.604700754414981,4.20382816916416,0.0384,23.93,
"   803 Picka (1915 WS)",46.50,.06488230177738513,3.197990164201995,5.7190499252206,0.1181,5.0742,
"   804 Hispania (1915 WT)",157.58,.139613928178961,2.83806157385485,4.78124416636023,0.0520,14.845,
"   805 Hormuthia (1915 WW)",66.94,.1871984160867138,3.192293271669127,5.70377487887071,0.0465,9.510,
"   807 Ceraskia (1915 WY)",26.24,.06609054344319468,3.017022693598792,5.24054033035064,0.1532,7.4,
"   808 Merxia (1901 GY)",32.49,.1262144567323998,2.74556765073629,4.54942412237976,0.2207,30.631,
"   813 Baumeia (1915 YR)",13.50,.02556483143081844,2.223778242487009,3.31623590728516,0.2027,10.544,
"   814 Tauris (1916 YT)",109.56,.3078884869064681,3.154255418609555,5.60213395170617,0.0470,35.8,
"   815 Coppelia (1916 YU)",21.1,.07605619053191533,2.659260675483933,4.33660203552156,0.2089,4.421,
"   816 Juliana (1916 YV)",59.85,.1097147055968773,3.0013844243693,5.1998478831885,0.0311,10.58,
"   817 Annika (1916 YW)",22.05,.178398823306994,2.591506528709856,4.17192664084572,0.1740,10.56,
"   818 Kapteynia (1916 YZ)",49.45,.09467712155501828,3.169389411948361,5.64250050169846,0.1655,16.35,
"   820 Adriana (1916 ZB)",58.65,.04954962563930759,3.129689583156586,5.53681609688329,0.0204,,
"   823 Sisigambis (1916 ZG)",16.63,.09008784877497299,2.221220324738651,3.31051576481914,0.1793,146.,
"   824 Anastasia (1916 ZH)",34.14,.1370193687144884,2.793379504307976,4.66877683851514,0.1039,250.,
"   825 Tanina (1916 ZL)",11.02,.07482786530878058,2.225702856494971,3.32054199414233,0.2624,6.940,
"   826 Henrika (1916 ZO)",19.28,.2052506160149693,2.712975876109283,4.46865781717938,0.1435,5.9846,
"   828 Lindemannia (1916 ZX)",53.39,.02904582627281264,3.195635036062223,5.7127334821015,0.0457,20.52,
"   829 Academia (1916 ZY)",43.76,.1000013229461233,2.579891566570195,4.14391063906932,0.0484,7.891,
"   834 Burnhamia (1916 AD)",66.65,.2010421958722279,3.183451362587632,5.68009410282497,0.0698,13.875,
"   838 Seraphina (1916 AH)",59.81,.1343517935689406,2.896972968531475,4.93088491678516,0.0455,15.67,
"   839 Valborg (1916 AJ)",20.39,.1515664914109793,2.615761007354907,4.23063243403654,0.3534,10.366,
"   845 Naema (1916 AS)",54.36,.06926936862491968,2.939234866522808,5.03917729382365,0.0788,20.892,
"   846 Lipperta (1916 AT)",52.41,.1823488337164973,3.126240285698828,5.5276652551943,0.0506,1641.,
"   847 Agnia (1915 XX)",28.04,.09551648164084416,2.781477745006526,4.63897023987922,0.1720,14.827,
"   849 Ara (1912 NY)",61.82,.1996214854005484,3.148287698123137,5.58624296612402,0.2660,4.116,
"   850 Altona (1916 S24)",80.90,.1247923616917048,3.000990539667329,5.19882431886978,0.0390,11.197,
"   851 Zeissia (1916 S26)",12.26,.0899745321593385,2.228086567874258,3.32587783622442,0.2646,9.34,
"   852 Wladilena (1916 S27)",23.01,.2750134341851304,2.361697608247454,3.62948191653422,0.3660,4.6134,
"   853 Nansenia (1916 S28)",27.00,.1054984616675866,2.312523962084338,3.5167181638993,0.0511,7.931,
"   857 Glasenappia (1916 S33)",15.03,.08827847434736744,2.190926345497947,3.24302180565896,0.2318,8.23,
"   858 El Djezair (1916 a)",23.51,.1019211741004788,2.811762574453786,4.714940008733,0.3197,22.31,
"   860 Ursina (1917 BD)",29.32,.1059011087335867,2.797547603939023,4.6792304043807,0.1618,9.386,
"   861 Aida (1917 BE)",66.85,.1026381992294678,3.138475460419206,5.56014744165831,0.0571,10.95,
"   862 Franzia (1917 BF)",27.26,.08072982053394291,2.805419073273677,4.69899323986808,0.1368,7.52,
"   865 Zubaida (1917 BO)",17.77,.1940816586413511,2.417067902338085,3.75786763758519,0.0972,11.3533,
"   866 Fatme (1917 BQ)",88.31,.05469289314523991,3.124659321215575,5.52347270917991,0.0473,20.03,
"   867 Kovacia (1917 BS)",24.04,.1286838977740976,3.066615038493093,5.37028202823771,0.0923,8.6772,
"   868 Lova (1917 BU)",52.47,.14933908829194,2.702715790384638,4.44333206497956,0.0524,41.3,
"   869 Mellena (1917 BV)",18.52,.2198308141516958,2.689620593679021,4.41107796918693,0.0565,6.5155,
"   872 Holda (1917 BZ)",30.04,.07938529003625283,2.731482648383764,4.51446064400221,0.2127,5.945,
"   873 Mechthild (1917 CA)",29.04,.1485128162112182,2.627791282304888,4.2598519301986,0.0531,11.006,
"   874 Rotraut (1917 CC)",56.47,.07951422944772092,3.152060230159858,5.59628680322263,0.0554,14.586,
"   875 Nymphe (1917 CF)",13.75,.1516238951219655,2.553147861617421,4.07964292620465,0.2346,12.618,
"   876 Scott (1917 CH)",21.88,.1131644733332735,3.008530617465015,5.21842992150482,0.1626,11.8137,
"   877 Walkure (1915 S7)",38.41,.1605727444027472,2.48607338415374,3.91993728065183,0.0623,17.424,
"   882 Swetlana (1917 CM)",43.55,.2661929068062891,3.124261137293823,5.52241693586357,0.0588,20.,
"   885 Ulrike (1917 CX)",33.43,.1872628498742051,3.092736097785364,5.43904306316961,0.0830,4.90,
"   886 Washingtonia (1917 b)",90.56,.2688209511810463,3.173694567479311,5.65400118201274,0.0713,9.001,
"   888 Parysatis (1918 DC)",44.65,.1919441228017073,2.710793051974418,4.463265768592,0.1392,5.9314,
"   890 Waltraut (1918 DK)",27.33,.05960634727155464,3.021613378280652,5.25250584396135,0.1153,12.581,
"   891 Gunhild (1918 DQ)",51.95,.03011148933951237,2.860423756359995,4.83786523863901,0.0718,11.892,
"   893 Leopoldina (1918 DS)",76.14,.1497886348727011,3.050129496669628,5.32703585050393,0.0497,14.115,
"   894 Erda (1918 DT)",36.54,.1104501320978518,3.121695991244268,5.51561713714785,0.2300,4.6897,
"   896 Sphinx (1918 DV)",13.07,.163498705457613,2.285221977570283,3.45462403681737,0.1971,26.270,
"   897 Lysistrata (1918 DZ)",21.91,.09451037094924604,2.54179221022997,4.0524556333661,0.2619,11.26,
"   899 Jokaste (1918 EB)",27.69,.2002789453304135,2.906315195435004,4.9547559873094,0.2026,6.245,
"   900 Rosalinde (1918 EC)",18.78,.1631618622845872,2.473397495197376,3.88999530564115,0.1008,16.648,
"   904 Rockefellia (1918 EO)",58.75,.08865920136217612,2.994199914851634,5.18118849842025,0.0561,5.82,
"   905 Universitas (1918 ES)",21.33,.1536747520685117,2.215582639715217,3.29792012266451,0.0849,14.238,
"   907 Rhoda (1918 EU)",62.73,.1605744746967094,2.801332408952351,4.68872941877397,0.0560,22.44,
"   908 Buda (1918 EX)",24.37,.1466811133388515,2.472960558307834,3.88896457318542,0.1576,14.572,
"   910 Anneliese (1919 FB)",47.07,.1532984971131668,2.927095941865724,5.00799214099654,0.0605,11.2863,
"   912 Maritima (1919 FJ)",83.17,.1754768274071712,3.134217695303162,5.54883664548199,0.1115,1332.,
"   914 Palisana (1919 FN)",76.61,.2147657926499133,2.457826385752792,3.85331937013002,0.0943,15.922,
"   916 America (1915 S1)",33.23,.2370636942871087,2.364204269399072,3.63526184467264,0.0530,38.,
"   917 Lyka (1915 S4)",28.10,.2008675862744161,2.381851406664115,3.6760397479488,0.0891,7.92,
"   918 Itha (1919 FR)",20.44,.1894679174016072,2.864695090254481,4.8487055118667,0.2220,3.47393,
"   919 Ilsebill (1918 EQ)",27.65,.08429543002746134,2.771682461788709,4.61448685238081,0.0698,5.0325,
"   920 Rogeria (1919 FT)",23.89,.1064021535309848,2.621590121515081,4.24478199118599,0.1035,8.09,
"   921 Jovita (1919 FV)",58.48,.1833688345806205,3.172039670488474,5.64957940977754,0.0297,15.64,
"   923 Herluga (1919 GB)",32.47,.1967991008497657,2.614347026131473,4.2272025184288,0.0421,19.746,
"   924 Toni (1919 GC)",85.49,.1567870132366934,2.936442829870496,5.03199877973472,0.0432,19.437,
"   925 Alphonsina (1920 GM)",54.34,.07877727018522968,2.701240479170424,4.43969438894659,0.2786,7.880,
"   926 Imhilde (1920 GN)",48.48,.1815802211792546,2.982548902032523,5.15097642183426,0.0570,26.8,
"   928 Hildrun (1920 GP)",66.49,.1494597386926611,3.133703794630167,5.54747198245977,0.0365,14.13,
"   930 Westphalia (1920 GS)",36.48,.1433055554853271,2.431510848566332,3.79160004400302,0.0366,100.66,
"   931 Whittemora (1920 GU)",45.27,.228173288331957,3.179514338241238,5.66956036880429,0.1704,19.20,
"   933 Susi (1927 CH)",21.82,.1654832425879724,2.368492781547604,3.64515752018534,0.0707,4.6222,
"   934 Thuringia (1920 HK)",53.35,.2188530125330143,2.747639498765934,4.5545746929962,0.0471,8.166,
"   936 Kunigunde (1920 HN)",39.56,.1775654851375326,3.129963466850953,5.53754291504692,0.1129,8.80,
"   938 Chlosinde (1920 HQ)",26.79,.1950968229261273,3.150582973321034,5.59235309781547,0.1178,19.204,
"   943 Begonia (1920 HX)",69.21,.2129342417118823,3.118543208548103,5.50726343251098,0.0456,15.66,
"   945 Barcelona (1921 JB)",25.47,.163565133332827,2.634682222949719,4.27661902820075,0.2416,7.36,
"   946 Poesia (1921 JC)",43.75,.1439440056649767,3.115808312262529,5.50002039116275,0.0627,108.5,
"   947 Monterosa (1921 JD)",26.90,.2497515018262714,2.751255433237927,4.56356848248379,0.2937,5.164,
"   949 Hel (1921 JK)",69.17,.1926097507527284,3.004044591050036,5.20676245558997,0.0487,10.85,
"   950 Ahrensa (1921 JP)",15.03,.1585100794987354,2.371719759811308,3.65260963268756,0.1793,202.,
"   951 Gaspra (1916 S45)",12.2,.1731868692745516,2.210067569488254,3.28561392107275,,7.042,
"   952 Caia (1916 S61)",81.61,.2461276183737996,2.991374449442034,5.17385641546832,0.0554,7.51,
"   953 Painleva (1921 JT)",28.33,.19033395711745,2.786259718962769,4.65093850031305,0.1670,7.389,
"   954 Li (1921 JU)",58.03,.172393652428646,3.131325540077643,5.54115798573825,0.0555,7.207,
